term_key,preferred_display,lemma_normalized,labels,is_multiword,head_lemma_normalized,variant_place_lemma_normalized,source_count,entry_count,occurrence_count,text_sources,author_groups,result_runs,confidence_avg,status
ταριχηρα τελλινα,ταρίχηρα τελλίνα,ταριχηρα τελλινα,SUBSTANCE:1,true,τελλινα,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.800,draft
ταριχηρος σιλουρος,ταριχηρὸς σίλουρος,ταριχηρος σιλουρος,SUBSTANCE:1,true,σιλουρος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.880,draft
ταριχηρος υειος,ταριχηρὸς ὕειος,ταριχηρος υειος,SUBSTANCE:1,true,υειος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
ταριχος,τάριχος,ταριχος,SUBSTANCE:5,false,,ποντος,4,5,5,AET_LM;DIOSC_DMM;GAL_ALIM;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.688,draft
τας ριζας,τὰς ῥίζας,τας ριζας,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
τατταιος,Τατταῖος,τατταιος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.680,draft
ταυρεια,ταυρεία,ταυρεια,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
ταυρειον,ταύρειον,ταυρειον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.740,draft
ταυρειον αιμα,ταύρειον αἷμα,ταυρειον αιμα,SUBSTANCE:1,true,αιμα,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
ταυρειον στεαρ,ταύρειον στέαρ,ταυρειον στεαρ,SUBSTANCE:1,true,στεαρ,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.880,draft
ταυρειος,ταύρειος,ταυρειος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
ταυροκολλα,ταυρόκολλα,ταυροκολλα,SUBSTANCE:5,false,,,3,5,5,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.860,draft
ταυρος,ταῦρος,ταυρος,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.750,draft
ταυρων,ταύρων,ταυρων,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.660,draft
ταυτης ο καρπος,ταύτης ὁ καρπός,ταυτης ο καρπος,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
ταως,ταώς,ταως,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
τελειον πεπερι,τέλειον πέπερι,τελειον πεπερι,SUBSTANCE:1,true,πεπερι,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.860,draft
τελλινα,τελλῖνα,τελλινα,SUBSTANCE:4,false,,,4,4,4,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.682,draft
τελλινα νεαρα,τελλῖνα νεαρά,τελλινα νεαρα,SUBSTANCE:1,true,τελλινα,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
τελλινα ταριχηρα,τελλῖνα ταριχηρά,τελλινα ταριχηρα,SUBSTANCE:2,true,τελλινα,,2,2,2,AET_LM;PAUL_AEG,Aetius;Paul,entries_full_v3;paul_full_v3,0.575,draft
τελλινη,τελλίνη,τελλινη,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.700,draft
τερεβινθη,τερεβίνθη,τερεβινθη,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
τερεβινθινη,τερεβινθίνη,τερεβινθινη,SUBSTANCE:10,false,,,3,10,10,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.838,draft
τερεβινθινος,τερεβίνθινος,τερεβινθινος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
τερεβινθος,τερέβινθος,τερεβινθος,SUBSTANCE:2,false,,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.760,draft
τερμινθη,τερμίνθη,τερμινθη,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.850,draft
τερμινθινη,τερμινθίνη,τερμινθινη,SUBSTANCE:5,false,,,3,5,5,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.912,draft
τερμινθινη ρητινη,τερμινθίνη ῥητίνη,τερμινθινη ρητινη,SUBSTANCE:2,true,ρητινη,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.840,draft
τερμινθινον,τερμίνθινον,τερμινθινον,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.840,draft
τερμινθινος,τερμίνθινος,τερμινθινος,SUBSTANCE:1,false,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.860,draft
τερμινθος,τέρμινθος,τερμινθος,SUBSTANCE:8,false,,,5,8,8,DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.880,draft
τεταρτη,τετάρτη,τεταρτη,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.600,draft
τεττιξ,τέττιξ,τεττιξ,SUBSTANCE:4,false,,,4,4,4,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.883,draft
τεττιξ απτος,τέττιξ ἁπτός,τεττιξ απτος,SUBSTANCE:1,true,τεττιξ,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
τεττιξ ξηρος,τέττιξ ξηρός,τεττιξ ξηρος,SUBSTANCE:2,true,τεττιξ,,2,2,2,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.750,draft
τευθαλλις,τευθαλλίς,τευθαλλις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
τευθις,τεῦθις,τευθις,SUBSTANCE:2,false,,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.700,draft
τευθριον,τεύθριον,τευθριον,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.825,draft
τευκριον,Τεύκριον,τευκριον,SUBSTANCE:4,false,,,4,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.838,draft
τευκριος,τεύκριος,τευκριος,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
τευριον,Τεύριον,τευριον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.950,draft
τευτλον,τεῦτλον,τευτλον,SUBSTANCE:16,false,,,6,16,16,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.796,draft
τευτλον αγριον,τεύτλον ἄγριον,τευτλον αγριον,SUBSTANCE:1,true,τευτλον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
τευχιτις,τευχῖτις,τευχιτις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.450,draft
τεφρα,τέφρα,τεφρα,SUBSTANCE:8,false,,,4,8,8,AET_LM;DIOSC_DMM;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.866,draft
τεφρα κληματινη,τέφρα κληματίνη,τεφρα κληματινη,SUBSTANCE:1,true,τεφρα,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
τεφρα τιτανου,τέφρα τίτανου,τεφρα τιτανου,SUBSTANCE:1,true,τεφρα,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
τη ριζη,τῇ ῥίζῃ,τη ριζη,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
τη του δαυκου (ριζη),τῇ τοῦ δαύκου (ῥίζῃ),τη του δαυκου (ριζη),SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.650,draft
τη του χαλκου λεπιδι,τῇ τοῦ χαλκοῦ λεπίδι,τη του χαλκου λεπιδι,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
τηκολιθος,τηκόλιθος,τηκολιθος,SUBSTANCE:2,false,,,2,2,2,AET_LM;PAUL_AEG,Aetius;Paul,entries_full_v3;paul_full_v3,0.875,draft
τηλεος,τήλεος,τηλεος,SUBSTANCE:2,false,,,1,2,2,AET_LM,Aetius,entries_full_v3,0.550,draft
τηλεφιον,τηλέφιον,τηλεφιον,SUBSTANCE:4,false,,,4,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.907,draft
τηλεφωνιον,τηλεφώνιον,τηλεφωνιον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
τηλεως,τήλεως,τηλεως,SUBSTANCE:5,false,,,2,5,5,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.600,draft
τηλεως αλευρον,τήλεως ἄλευρον,τηλεως αλευρον,SUBSTANCE:1,true,αλευρον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
τηλη,τήλη,τηλη,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
τηλινον αλευρον,τηλῖνον ἄλευρον,τηλινον αλευρον,SUBSTANCE:3,true,αλευρον,,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.757,draft
τηλις,τῆλις,τηλις,SUBSTANCE:16,false,,,6,16,16,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.699,draft
τηλις αλευρον,τῆλις ἄλευρον,τηλις αλευρον,SUBSTANCE:1,true,αλευρον,,1,1,1,AET_LM,Aetius,entries_full_v3,0.750,draft
την δε της φηνης του ορνεου κοιλιαν,τὴν δὲ τῆς φήνης τοῦ ὀρνέου κοιλίαν,την δε της φηνης του ορνεου κοιλιαν,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.860,draft
την ριζαν,τὴν ῥίζαν,την ριζαν,SUBSTANCE_PART:3,true,,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.867,draft
την ριζαν αυτου,τὴν ῥίζαν αὐτοῦ,την ριζαν αυτου,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.740,draft
την ριζαν αχρηστον,τὴν ῥίζαν ἄχρηστον,την ριζαν αχρηστον,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
την σαρκα,τὴν σάρκα,την σαρκα,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
της γλωττης η ιδια σαρξ,τῆς γλώττης ἡ ἰδία σάρξ,της γλωττης η ιδια σαρξ,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.780,draft
της δε ελασσονος (ριζης),τῆς δὲ ἐλάσσονος (ῥίζης),της δε ελασσονος (ριζης),SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.720,draft
της δε ριζης ο φλοιος,τῆς δὲ ῥίζης ὁ φλοιός,της δε ριζης ο φλοιος,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
της δε ριζης της πρινου φλοιος,τῆς δὲ ῥίζης τῆς πρίνου φλοιός,της δε ριζης της πρινου φλοιος,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.840,draft
της ημερου ελαιας φυλλα,τῆς ἡμέρου ἐλαίας φύλλα,της ημερου ελαιας φυλλα,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.860,draft
της κεφαλης,τῆς κεφαλῆς,της κεφαλης,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.740,draft
της κολοκυνθης,τῆς κολοκύνθης,της κολοκυνθης,SUBSTANCE_PART:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.450,draft
της λεπιδος αυτου,τῆς λεπίδος αὐτοῦ,της λεπιδος αυτου,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.830,draft
της μεν μειζονος (ριζης),τῆς μὲν μείζονος (ῥίζης),της μεν μειζονος (ριζης),SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.720,draft
της οιον σαρκος αυτων,τῆς οἷον σαρκὸς αὐτῶν,της οιον σαρκος αυτων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
της ποας,τῆς πόας,της ποας,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.620,draft
της ποας αυτης,τῆς πόας αὐτῆς,της ποας αυτης,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
της ριζης,τῆς ῥίζης,της ριζης,SUBSTANCE_PART:4,true,,,4,4,4,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.750,draft
της ριζης φλοιος,τῆς ῥίζης φλοιός,της ριζης φλοιος,SUBSTANCE_PART:2,true,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.820,draft
τιθυμαλλις,τιθυμαλλίς,τιθυμαλλις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
τιθυμαλλον,τιθύμαλλον,τιθυμαλλον,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;GAL_ALIM,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.725,draft
τιθυμαλλος,τιθύμαλλος,τιθυμαλλος,SUBSTANCE:25,false,,,5,25,25,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.858,draft
τιταν,τιτάν,τιταν,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
τιτανος,τίτανος,τιτανος,SUBSTANCE:10,false,,,5,10,10,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.781,draft
τιτανος ασβεστος,τίτανος ἄσβεστος,τιτανος ασβεστος,SUBSTANCE:1,true,τιτανος,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.750,draft
τιτανος σβεσθεισα,τίτανος σβεσθεῖσα,τιτανος σβεσθεισα,SUBSTANCE:1,true,τιτανος,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.650,draft
το αιμα των χλωρων βατραχων των μικρων,τὸ αἷμα τῶν χλωρῶν βατράχων τῶν μικρῶν,το αιμα των χλωρων βατραχων των μικρων,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.850,draft
το ανθος,τὸ ἄνθος,το ανθος,SUBSTANCE_PART:3,true,,,2,3,3,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.843,draft
το δακρυον αυτης,τὸ δάκρυον αὐτῆς,το δακρυον αυτης,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
το δακρυον αυτου,τὸ δάκρυον αὐτοῦ,το δακρυον αυτου,SUBSTANCE_PART:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.880,draft
το δακρυον της αιθιοπικης ελαιας,τὸ δάκρυον τῆς Αἰθιοπικῆς ἐλαίας,το δακρυον της αιθιοπικης ελαιας,SUBSTANCE_PART:1,true,,αιθιοπια,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.880,draft
το δε ανθος αυτων,τὸ δὲ ἄνθος αὐτῶν,το δε ανθος αυτων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.920,draft
το δε σπερμα,τὸ δὲ σπέρμα,το δε σπερμα,SUBSTANCE_PART:4,true,,,2,4,4,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.865,draft
το δε της ασσιας πετρας ανθος,τὸ δὲ τῆς Ἀσσίας πέτρας ἄνθος,το δε της ασσιας πετρας ανθος,SUBSTANCE_PART:1,true,,ασια,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
το δε της γλαυκος,τὸ δὲ τῆς γλαυκὸς,το δε της γλαυκος,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.740,draft
το δε της εχεως,τὸ δὲ τῆς ἔχεως,το δε της εχεως,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
το δε των αιγων,τὸ δὲ τῶν αἰγῶν,το δε των αιγων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
το δε των αρκτων,τὸ δὲ τῶν ἄρκτων,το δε των αρκτων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.700,draft
το δε των αρνων,τὸ δὲ τῶν ἀρνῶν,το δε των αρνων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.650,draft
το δε των εριφων,τὸ δὲ τῶν ἐρίφων,το δε των εριφων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
το δε των κατοικιδιων ορνιθων,τὸ δὲ τῶν κατοικιδίων ὀρνίθων,το δε των κατοικιδιων ορνιθων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.680,draft
το δε των νυκτεριδων,τὸ δὲ τῶν νυκτερίδων,το δε των νυκτεριδων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.760,draft
το δε των οχευτων ιππων,τὸ δὲ τῶν ὀχευτῶν ἵππων,το δε των οχευτων ιππων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.700,draft
το δε των περιστερων,τὸ δὲ τῶν περιστερῶν,το δε των περιστερων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
το δε υφος αυτης,τὸ δὲ ὕφος αὐτῆς,το δε υφος αυτης,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
το ενδον,τὸ ἔνδον,το ενδον,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.740,draft
το ενδον αυτης,τὸ ἔνδον αὐτῆς,το ενδον αυτης,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
το εντος χλωρον,τὸ ἐντὸς χλωρὸν,το εντος χλωρον,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.650,draft
το ινδικον,τὸ Ἰνδικόν,το ινδικον,SUBSTANCE:1,true,λυκιον,ινδικος,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.550,draft
το κομμι πασης κοκκυμηλεας,τὸ κόμμι πάσης κοκκυμηλέας,το κομμι πασης κοκκυμηλεας,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
το κομμι του δενδρου,τὸ κόμμι τοῦ δένδρου,το κομμι του δενδρου,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.800,draft
το λεπος αυτου,τὸ λέπος αὐτοῦ,το λεπος αυτου,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.900,draft
το λευκον,τὸ λευκόν,το λευκον,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
το λιπαρον,τὸ λιπαρόν,το λιπαρον,SUBSTANCE_PART:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.670,draft
το μεν μεσον αυτου,τὸ μὲν μέσον αὐτοῦ,το μεν μεσον αυτου,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
το μεν σπερμα,τὸ μὲν σπέρμα,το μεν σπερμα,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.860,draft
το μεν των υων,τὸ μὲν τῶν ὑῶν,το μεν των υων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
το μεταξυ του φλοιου και του πρεμνου υμενοειδες,τὸ μεταξὺ τοῦ φλοιοῦ καὶ τοῦ πρέμνου ὑμενοειδές,το μεταξυ του φλοιου και του πρεμνου υμενοειδες,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
το οιον αμφιεσμα του καρπου,τὸ οἷον ἀμφίεσμα τοῦ καρποῦ,το οιον αμφιεσμα του καρπου,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.840,draft
το οστρακον,τὸ ὄστρακον,το οστρακον,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
το σπερμα,τὸ σπέρμα,το σπερμα,SUBSTANCE_PART:18,true,,,5,17,18,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.830,draft
το σπερμα αυτης,τὸ σπέρμα αὐτῆς,το σπερμα αυτης,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
το σπερμα αυτου,τὸ σπέρμα αὐτοῦ,το σπερμα αυτου,SUBSTANCE_PART:2,true,,,1,2,2,PAUL_AEG,Paul,paul_full_v3,0.830,draft
το σπερμα ταυτης,τὸ σπέρμα ταύτης,το σπερμα ταυτης,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
το σπερμα του αγνου,τὸ σπέρμα τοῦ ἄγνου,το σπερμα του αγνου,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.950,draft
